Band,Lyrics,Song,Test_Artist
Ran Blake,"Half of what I say is meaningless
But I say it just to reach you, Julia.

Julia, Julia, ocean child, calls me
So I sing a song of love, Julia
Julia, seashell eyes, windy smile, calls me
So I sing a song of love, Julia.

Her hair of floating sky is shimmering, glimmering
In the sun

Julia, Julia, morning moon, touch me
So I sing a song of love, Julia.

When I cannot sing my heart
I can only speak my mind, Julia.

Julia, sleeping sand, silent cloud, touch me
So I sing a song of love, Julia.

Hum hum hum hum, calls me
So I sing a song of love, Julia, Julia, Julia.",Julia,0
Torres,"I was born on bloody battleground
To the metal men between two realms
The hungry eyes linger as she twirls
Got hands lifted to heaven
And her toes dipped in hell

Oh, Mother Earth, oh, Father God
The demons wager on my fall
The greatest trick I ever saw
Was them fooling us to think they were never here at all

Should I be held responsible
That it's come to this?
Was I blindsided? After all
I knew beforehand of the kiss

Oh, Mother Earth, oh, Father God
The demons wager on my fall
The greatest trick I ever saw
Was them fooling us to think they were never here at all

Should I be held responsible
That it's come to this?
Was I blindsided? After all
I knew beforehand of the kiss
You always warned me of the kiss
I have been betrayed
By the kiss

Oh, Mother Earth, oh, Father God
The demons wager on my fall
The greatest trick I ever saw
Was them fooling us to think they were never here at all","Mother Earth, Father God",0
Kenny Rogers,"I think of all the times, I needed you
And you would come to me, 'cause you wanted too
And we built the fire that would last through the night
Still be burnin' in the morning light.


Oh, it must have had a thousand ways
Of takin' our breath away
We took a chance or two, didn't we?
And made some mountains move, oh, didn't we?

From out of the blue storm clouds came
And it started rainin', we just let it rain
Oh, it must've been a careless love
Oh, it had to be a careless love
Satin sheets, and no regrets
We had it baby, we had the best, didn't we?.

And every now and then
I let my feelings show
And though takes me a while
Just to let you go
'Cause you were more than a lover
And more than a friend
Never before and never again.

Oh, it must've been 

Oh, it ought to be you and me
Oh, we had a good, didn't we
Didn't we, didn't we?",Didn't We?,0
In This Moment,"I can feel it coming in the air tonight, oh Lord
And I've been waiting for this moment for all my life, oh Lord
Can you feel it coming in the air tonight, oh Lord, oh Lord

Well, if you told me you were drowning
I would not lend a hand
I've seen your face before my friend
But I don't know if you know who I am
Well, I was there and I saw what you did
I saw it with my own two eyes
So you can wipe off the grin, I know where you've been
It's all been a pack of lies

And I can feel it coming in the air tonight, oh Lord
Well I’ve been waiting for this moment for all my life, oh Lord
I can feel it coming in the air tonight, oh Lord
And I've been waiting for this moment for all my life, oh Lord
Oh Lord

Well, I remember
I remember, don't worry
How could I ever forget, it's the first time
The last time we ever met
But I know the reason why you keep your silence up
No, you don't fool me
This hurt doesn't show, but the pain still grows
No stranger to you or me

And I can feel it coming in the air tonight, oh Lord
Well, I've been waiting for this moment all my life, oh Lord
I can feel it coming in the air tonight, oh Lord
I've been waiting in this moment for all of my life, all of my life, all of my life
All of my life, oh Lord, oh Lord
Oh Lord (oh Lord)",In the Air Tonight,0
Crystal Gayle,"Half The Way
Crystal Gayle
(Bobby Wood & Ralph Murphy)

Half of your love is just not what I'm after
Part of your world is just not what I need
Some of your time is like one glass of water
Just leaves me thirsty for wine

So fill me up to the top
Wo don't you stop till I'm over-flowing
Love is the seed and, babe, I need you
To keep it growing
Stronger every day; Oh, no
Don't take me half the way
Don't take me half the way.

Never before have I settled for second
All of my life I have hungered for more
Now I can see where your sweet love can lead me
This is what I've waited for

Half of your love is just not what I'm after
Part of your world is just not what I need
Now I can see where your sweet love can lead me
This is what I've waited for",Half the Way,0
June Christy,"I hear music when I look at you;
A beautiful theme of ev'ry
Dream I ever knew.
Down deep in my heart I hear it play.
I feel it start, then melt away.

I hear music when I touch your hand,
A beautiful melody
From some enchanted land.
Down deep in my heart, I hear it say,
Is this the day?

I alone have heard this lovely strain,
I alone have heard this glad refrain,
Must it be forever inside of me,
Why can't I let it go,
Why can't I let you know,
Why can't I let you know the song
My heart would sing?

That beautiful rhapsody
Of love and youth and spring,
The music is sweet,
The words are true,
The song is you.",The Song Is You,0
The Weeknd,"Coming out of my cage
And I've been doing just fine
Gotta gotta be down
Because I want it all
It started out with a kiss
How did it end up like this?
It was only a kiss, it was only a kiss
Now I'm falling asleep
And she's calling a cab
While he's having a smoke
And she's taking a drag
Now they're going to bed
And my stomach is sick
And it's all in my head
But she's touching his chest now
He takes off her dress now
Let me go

And I just can't look, it's killing me
And taking control
Jealousy, turning saints into the sea
Swimming through sick lullabies
Choking on your alibis
But it's just the price I pay
Destiny is calling me
Open up my eager eyes
'Cause I'm Mr. Brightside

I'm coming out of my cage
And I've been doing just fine
Gotta gotta be down
Because I want it all
It started out with a kiss
How did it end up like this?
It was only a kiss, it was only a kiss
Now I'm falling asleep
And she's calling a cab
While he's having a smoke
And she's taking a drag
Now they're going to bed
And my stomach is sick
And it's all in my head
But she's touching his chest now
He takes off her dress now
Let me go

'Cause I just can't look, it's killing me
And taking control
Jealousy, turning saints into the sea
Swimming through sick lullabies
Choking on your alibi
But it's just the price I pay
Destiny is calling me
Open up my eager eyes
'Cause I'm Mr. Brightside
I never
I never
I never
I never",XO/The Host,0
X-Magneto,"Amanece un nuevo dí­a 
Otra noche sin dormir 
Recordando los momentos 
De mi vida junto a ti 
En la puerta del colegio 
Donde yo te conocí 
Fue un tropiezo y unos libros 
Que cayeron para que 
Mirándonos los dos 
Habláramos sin voz 
Yo nervioso y tu apenada 
Sentimos que el amor 
Se despertaba 

Cada puerta del colegio es 
Culpable de nuestro amor 
Cada puerta del colegio es 
La que me recuerda a ti 
Ahora que no estas aquí
Cada puerta del colegio es 
Como una mirada atrás 
Cada puerta del colegio es 
Donde vuelven a llorar 
Pensando que estas detrás 

Te sentabas a mi lado 
En las clases de Ingles 
Entre risas y caricias 
Planeábamos que hacer 
Cuando el año se acababa 
Me dijiste escúchame 
Tengo que cambiar de curso 
Pues me iré muy lejos 
Pero pronto volveré 
El mundo se me hundió 
Me rogaste que te esperara 
Pero están duro amor 
Te hecho de menos 

Cada puerta del colegio es 
Culpable de nuestro amor 
Cada puerta del colegio es 
La que me recuerda a ti 
Ahora que no estas aquí
Cada puerta del colegio es 
Como una mirada atrás 
Cada puerta del colegio es 
Donde vuelven a llorar 
Pensando que estas detrás",La Puerta del Colegio,0
Boz Scaggs,"Speak low
When you speak love
Our summer day
Withers away
Too soon, too soon

Speak low
When you speak love
Our moment is swift
Like ships adrift
We're swept away too soon

Speak low
Darling, speak low
Love is a spark
Lost in the dark
Too soon, too soon

I feel
Wherever I go
That tomorrow is near
Tomorrow is here
And always too soon

Time is so old
And love so brief
Love is pure gold
And time, a thief

Late
Darling, we're late
The curtain descends
Everything ends
Too soon, too soon

I wait
Darling, I wait
Will you speak low to me?
Speak love to me
And soon

Time is so old
And love so brief
Love is pure gold
And time, a thief

We're late
Darling, we're late
The curtain descends
Everything ends
Too soon, too soon

I wait
Darling, I wait
Will you speak low to me?
Speak love to me
Speak love to me
Speak love to me

Speak low to me
But speak to me
Speak to me soon",Speak Low,0
Jacintha,"The shadow of your smile
When you have gone
Will color all my dreams
And light the dawn

Look into my eyes my love and see
All the lovely things you are to me

Our wistful little star
It was far, too high
A teardrop kissed your lips
And so did I

Now when I remember spring
All the joys that love can bring
I will be remembering
The shadow of your smile",The Shadow of Your Smile,0
Dan Mangan,"I thought the suits had come for me
Found alternatives to honesty
Body and soul were bought and sold
Patented and out of reach

So I reach but it hurts, it kills, it screams
And it fills my heart with chills
And I take my pills
But I'm still tired of sleeping with the light on

But if it keeps the hair out of my eyes
Pack it up and send it home
For just one stab at the good life
That's enough and I'm sold

So I gave up all my wretched thoughts
And left them out for the less fortunate
And at the gates I'll skip the queue
Life's not living 'less you're sure to make it through

But now it hurts, it kills, it screams
And it fills my heart with chills
And I take my pills
But I'm still tired of sleeping with the light on

But if it keeps the hair out of my eyes
Pack it up and send it home
For just one stab at the good life
That's enough and I'm sold
Lord, I'm sold
Go on pack me up, I'm sold

Go on pack me up, I'm sold
Go on pack me up, I'm sold
Go on pack me up, I'm sold
Go on pack me up, I'm sold
Go on pack me up, I'm sold
Pack me up, I'm sold

If it keeps the hair out of my eyes
Pack it up and send it home
For just one stab at the good life
That's enough and I'm sold",Sold,0
Shop Boyz,"We set the world on fire!
Shop boyz set the world on fire!
(repeat 2x)",World on Fire,0
Trader Horne,"Dreaming strands of nightmare
Are sticking to my feet
It's time to wake up and throw away
The last remaining sheet

Sunlight sliding down my back
And dripping on the gray
It's time to watch the dawning light
Reveal the morning way

Dreams are fading
Now it's nearly noon
And then it's afternoon
The leaves are creeping
Green inside the day

To where the friends
Who used to lend me love
Are all above my head
And looking down at me
To smile at how it ought to be

To where the friends
Who used to lend me love
Are all above my head
And looking down at me
To smile at how it ought to be

To where the friends
Who used to lend me love
Are all above my head
And looking down at me
To smile at how it ought to be",Morning Way,0
The Business,"How dare you sit in judgment
Of working girls on the game
You're just as guilty your honour
Hiding facts behind your fame
DISHING OUT A PRISON TERM
FOR WHAT SHOULD BE THEIR RIGHT
WE WANT THE TRUTH
THE WHOLE TRUTH, AND NOTHING
BUT THE TRUTH
Pass the buck with a sentence
Learned upholder of decency
Dishonored your bench and all who sit on it
Paid young girls frequently
With your friends in high places
Hypocrite son of a bitch
The only reason you're still here
Is coz you're filthy rich",The Truth the Whole Truth and Nothing but the Truth,0
Wayne Watson,"I'm trying hard not to think you unkind 
But Heavenly Father 
If you know my heart 
Surely you can read my mind 
Good people underneath the sea of grief 
Some get up and walk away 
Some will find ultimate relief 

[Chorus] 
Home Free, eventually 
At the ultimate healing we will be Home Free 
Home Free, oh I've got a feeling 
At the ultimate healing 
We will be Home Free 

Out in the corridors we pray for life 
A mother for her baby, A husband for his wife 
Sometimes the good die young 
It's sad but true 
And while we pray for one more heartbeat 
The real comfort is with you 

You know pain has little mercy 
And suffering's no respecter of age, of race or position 
I know every prayer gets answered 
But the hardest one to pray is slow to come 
Oh Lord, not mine, but Thy will be done 

Let it be... 

[Chorus]  

Home Free, eventually 
At the ultimate healing gonna be Home Free 
Home Free, oh its more than a feeling 
At the ultimate healing 
Gonna be Home Free",Home Free,0
Tom Jones,"To live for today and to love for tomorrow
Is the wisdom of a fool
Because tomorrow is promised to no one
You see
Love is that wonderful thing
That the whole world needs plenty of.
If you think for one minute that you can live without it

Then you are only fooling yourself.
Listen
Please
I like to tell you something
That happened to me just the other day.

I awakened this morning
I was filled with despair

All my dreams turned to ashes and now they are gone.
And I looked at my life it was barren and bare

Without Love I had nothing at all.
Without Love I had nothing
Without Love I had nothing at all.
I had conquered the world

But what then did I have 
Without Love I had nothing at all.

I once had a sweetheart
Who loved only me
There was nothing that she would not give.
I was blind to her goodness and I just could not see
That a heart without love cannot live.

Without Love I had nothing
Without Love I had nothing at all.
I had conquered the world

But what then did I have?
Without Love I had nothing at all.",Without Love,0
David Lee Roth,"Just like the army
I was bein' all I could be
I was feelin' next to awesome
In my cleanest dirty jeans

She said
""Honey read the small print
If ya want to be with me
When it comes to you and fashion
You're a totally emergency!

Right up the middle
Touchdown and that's the game
Extra point and you're never the same
Tight as a fiddle string
Shot right through the brain
Graspin' straws an' that ain't all
You'll slip right down her drain
Drop at a time is all ya need
Try it once but easy does it!
Satisfaction guaranteed
Try it twice, ya gotta love it!
Drop at a time is all ya need

She said, ""Look, just don't touch it!""
Well, here goes one more drop in the bucket!
She wore a whole lot of not enough
And served it up with class
Had a sunny disposition
And a somewhat shady past
Her t-shirt ended early
And her hot pants started late
When it came to vice and versa
No I did not hesitate

Aww right to the action
For a bird's eye view of the play
There ain't a promise that you won't make
Hike, and keep passin'
And ya play it with a little pain
You came here for some love and war

So suit up for the game!
Drop at a time is all ya need
Try it once but easy does it!
Satisfaction guaranteed
Try it twice, ya gotta love it!
Drop at a time is all ya need
She said, ""Look, just don't touch it!""
Well, here come one more drop in the bucket!
Here come one more drop in the the bucket
Gotta get it one more",Drop in the Bucket,0
Elbow,"How dare the premier ignore my invitations? 
He'll have to go
So too the bunch he luncheons with
It's second on my list of things to do

At the top I'm stopping by
Your place of work and acting like
I haven't dreamed of you and I
And marriage in an orange grove

You are the only thing
In any room you're ever in
I'm stubborn, selfish and too old

I sat you down and told you how
The truest love that's ever found is for oneself
You pulled apart my theory
With a weary and disinterested sigh

So yes, I guess I'm asking you
To back a horse that's good for glue and nothing else
But find a man that's truer than
Find a man that needs you more than I

Sit with me a while
And let me listen to you talk about
Your dreams and your obsessions
I'll be quiet and confessional

The violets explode inside me
When I meet your eyes
Then I'm spinning and I'm diving
Like a cloud of starlings
Darling, is this love?",Starlings,0
Youssou N'Dour,"Do you hear me father Bamba 
Did they hear you father Bamba 

The man in me changes everytime I read you ""Khassayids"" 
My strong faith in you makes me survive this crazy world 
Now I can go anywhere, because I know you'll be there 
We know your pain will always make us stronger 
Mame Bamba 

""Khassayid"" 

You are our rescuer 
Every day, every night, every moment 
They are singing and they are crying 
You may be gone but your spirit will remain 
Oh it will stay until the end of time",Mame Bamba,0
Michael Kiwanuka,"Standing now
Calling all the people here to see the show
Calling for my demons now to let me go
I need something, give me something wonderful

I believe
She won't take me somewhere I'm not supposed to be
You can't steal the things that god has given me
No more pain and no more shame and misery

You can't take me down
You can't break me down
You can't take me down

You can't take me down
You can't break me down
You can't take me down

Love and hate
How much more are we supposed to tolerate
Can't you see there's more to me than my mistakes
Sometimes I get this feeling  makes me hesitate

I believe
She won't take me somewhere I'm not supposed to be
You can't steal the things that god has given me
No more pain and no more shame and misery

You can't take me down
You can't break me down
You can't take me down

You can't break me down
You can't take me down
You can't break me down

I can see a place of trouble
And I'm on the verge
For the love of everybody
I did something wrong

Now I feel some days of trouble (I would stay way)
In the hospital (I would stay way)
For the love of everybody (I would stay way)
But behind a wall (I would stay way)

Standing now
Calling all the people here to see the show
Calling for my demons now to let me go
I need something, give me something wonderful",Love & Hate,0
Scarface,"If I had to play God for a day
I would open up the gates let the world see my face
Remove all doubt from the ones without the faith
And put them on the path of the straight
A safe place, for the young to come outside they want to play
I let their mommas know that they ok
And when y'all pray, I'll respond so you can all see a sign
And answer every pray one at a time
If I'm God huh
All the stabbings all the war would come to cease
My whole entire hood would be at peace
No more beef
And you could sleep without the fears of being woke
By the sounds of sirens, screams of people being smoked
No more dope you don't need it
You'll be cured of all diseases
Your whole entire life would be deleted
Please forgive me I've been dreaming
And rudely interrupted by the demons
Laughed at the picture I was seeing on the ceiling

Who listens when we pray
Who pulls the strings of the world as we struggle today
Will you show your face
I don't want to wait wait, wait 'til I die
Wait wait, wait for my eyes to close
Smile on your child so he knows
God has a face

Just imagine if the devil had a day
And God had took a break and walked away
Would you feel safe?
If everything you loved turned into hate
Will the dark angel's evil show you grace
Only to be eaten by a snake
One life one mistake
Be careful of the choices that you make
'Cause one day you'll be standing on your feet and then the next
You're underneath the sheet greeting death
I wonder when I sleep is he there sitting on my chest, stealing breath
Shortening my days even less
Lost souls never rest
A killer walks the streets seeking flesh
A adolescent hangs she depressed
A priest who confessed
A judged typing a nigga in a text
Your honor what the fuck did you expect
A father kills his son look at life it's a mess
Just imagine what would happen if the lord up and left

Who listens when we pray
Who pulls the strings of the world as we struggle today
Will you show your face
I don't want to wait wait, wait 'til I die
Wait wait, wait for my eyes to close
Smile on your child so he knows
God has a face

When all that you believed in was a lie
Are you willing to accept it when you find out
Or try to reason with yourself that's what it is when it's not
And all the whole while it's been a plot
To poison our minds and leave us blind to the fact
That they keep us in the dark know they act
We react all surprised and not realize that
This shit a trap
Thought religion was the answer but the answer wasn't that
The church and these politics they all full of crap
It's a shame but that's how were blaming it's for the scratch
So I don't knock I'm tryna to put a black card in my wallet
But some dollars in my pocket ain't the topic
Y'all need to stop it
This is just crazy these little babies ticking time bombs
Walking around the lunchroom pulling guns
If momma and daddy took the time to raise their son
Then the sister wouldn't be the mom before she twenty-one huh

Who listens when we pray
Who pulls the strings of the world as we struggle today
Will you show your face
I don't want to wait wait, wait 'til I die
Wait wait, wait for my eyes to close
Smile on your child so he knows
God has face",God,0
Ashes You Leave,"Tears 
Like the mountains and the forests 
Endless rivers of red rose 
Your heaven is satanic poetry 

Your heaven is when I bleed 
Through the bleeding heaven 
Through the clouds of dying children 
Tears 

While my youth still lived and grew 
Horizon of wide sights 
Sadness only far away 
But where are you now distance... 

Blood of the holy body 
Are you here to hold me, to kiss me 
Go away you hurt me... 
With every sunrise, new sadness, new pain",Tears,0
Sista Monica Parker,"Now, I've heard there was a secret chord
That David played, and it pleased the Lord
But you don't really care for music, do you?
It goes like this, the fourth, the fifth
The minor fall, the major lift
The baffled king composing hallelujah

Hallelujah
Hallelujah
Hallelujah
Hallelujah

Your faith was strong but you needed proof
You saw her bathing on the roof
Her beauty and the moonlight overthrew ya
She tied you to a kitchen chair
She broke your throne, and she cut your hair
And from your lips she drew the hallelujah

Hallelujah
Hallelujah
Hallelujah
Hallelujah

You say I took the name in vain
I don't even know the name
But if I did, well really, what's it to you?
There's a blaze of light in every word
It doesn't matter which you heard
The holy or the broken hallelujah

Hallelujah
Hallelujah
Hallelujah
Hallelujah

I did my best, it wasn't much
I couldn't feel, so I tried to touch
I've told the truth, I didn't come to fool you
And even though it all went wrong
I'll stand before the lord of song
With nothing on my tongue but hallelujah

Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah
Hallelujah",It's a New Day/Put It in the Crock Pot,0
Dick Annegarn,"Je suis une prune
Un ovoïde de fortune
Un avatar de demi-lunes
Tapie dans l’univers des satellites

Je suis une prune petite
Une petite pépite
Qui s'est mise sur orbite
Et dont la trace elle est écrite
À l'encre blanche sur la pelouse.

Je suis une prune pourpre
Pour peu que l’on m'embrouille
Pour peu que l'on me fouille
Au fin fond de l'ombrage
Dissimulée dans le feuillage

Je suis une prune sage
Mon jus de fruit est si juteux
Que j’en empare le nez des dieux
Et que mes yeux si audacieux
Séduisent les drôles de dames

Je suis une prune drupe
Je suis une prune de vie
De nouvelles vitamines m’illuminent
M’éliminent la vermine
Et se terminent en partie fine

Je suis une prune divine
A force de fréquenter les dieux
Au point de m'approcher des saints
Je fini par moi même me croire
Au dessus de la macédoine

Je suis une prune idoine
Je suis un cœur de moine
Et si je glisse si facilement
Dans la peau lisse du pêcher
C'est que je suis greffée d’un arbre fruste",Prune,0
Dimmu Borgir,"Ride the vortex winds with the beast inside
Cast down all memories from a past and future world
The cynic icons and the cryptic writings
As a picturesque creation in force and spirit
Against their reason and will, it is time
Give darkness its passion plea

The venomous tongue - The inevitable poison - Paralyze the angels
Freeze the forgiven - Baptize in fire - Unleash the devil at heart

Unleash the maelstrom mephisto

[chorus:]
So sinner, mourn well
Make all the swans suffer in hell
The maelstrom of the mephisto left the trace
To revel and feast in undelivered grace

Pledged to judgmental arrogance in drawn principles of ignorant falsehood
To comprehend that the sin of life is life itself, a tyranny in torment, an inner-sanctum stealing sleep

So sinner, mourn well
Make all the swans suffer in hell

In the dimness surrounding the towers of the castle where the reavens spread their wings out wide
Dwell in depths of the darker self at any shore of infinity and watch the relentless paint the soil black
What is being formed echoes throughout eternity as the painter chooses color no more

The venomous tongue - The inevitable poison - Paralyze the angels
Freeze the forgiven - Baptize in fire - Unleash the devil at heart

[chorus]

Hold your shadows close when the comedy is over
As the days of mourning seem to be the days of joy
Fragments fell from the sky in order to penetrate the eyes
A convict wallowing in a lifetime of lies...lies
",The Maelstrom Mephisto,0
Fire,"Wish someone would tell me when
I won't think of you again.

I'll get past the emptiness and
Let a little happiness back in.

Pretending I don't care,
Leaves me half way there.

One of these, one of these days
I'll be completely over you.
Heaven knows how long it will take.
And one of these, one of these days
I'll find somebody who'll love your memories away
One of these days

One of these days
Some how, some way

Ever since you've been gone,
Time has a way of dragging on and on.

Friends drive by for company,
But I'm not much company for long.

Oh I'll get past  what was,
If I live long enough

One of these, one of these days
I'll be completely over you.
Heaven knows how long it will take.
And one of these, one of these days
I'll find somebody who'll love your memories away (some way)

One of these days
Some how, some way

One of these, one of these days
I'll be completely over you.
Heaven knows how long it will take.
And one of these, one of these days
I'll find somebody who'll love your memories away
One of these days

One of these days (one of these days)
One of these days (some how, some way)
One of these days (one of these days)",1 of These Days,0
Eddie Rabbitt,"I'm hurtin' for you
Layin' here dyin', baby
Hurtin' for you
Drivin' my heart half-crazy

Why do I need you, girl?
You only make me blue

I'm hurtin' for you
I held you in my arms and lost you
What'll I do?
Funny how some memories haunt you

My head keeps spinnin' 'round
The good times that we knew
I'm a fool
And I'm hurtin' for you

Every time I find someone to love me
I close my eyes and she turns into you
Suddenly, I find I've lost the feeling
And I don't know what to do

I'm hurtin' for you
Hurtin' for you

If there is one chance that you'll come back
Well, it's worth what I go through
This hurtin' for you

Every time I find someone to love me
I close my eyes and she turns into you
Suddenly, I find I've lost the feeling
And I don't know what to do

I'm hurtin' for you
Layin' here dyin', baby
What'll I do?
Drivin' my heart half-crazy

Why do I love you, girl?
You only make me blue
I'm hurtin' for you
Hurtin' for you
I'm hurtin' for you
Hurtin' for you",Hurtin' for You,0
Syd Barrett,"Everything about,
about to go out,
me out, you out,
yes and everything is out
about, out...
out, out, out, out, out, out,
Let's split!
I'm telling you this is it! 

Everything is down,
in hound, hound, hound
back down, down, down
even everything is down
abound in down,
down, down, down, down, down
Let's split!
Tellin' you this is it! 

Nobody is right tonight,
night, height, night, tight,
it isn't right
Me out, you out 
And everything is out
out, out, out, out, out, out
Let's split! 

",Let's Split,0
Toots Thielemans,"Well I come from Alabama with my banjo on my knee
And I'm bound for Louisiana, my own true love for to see
It did rain all night the day I left

The weather was bone dry
The sun was so hot I froze myself
Suzanne, don't you go on and cry
I said, oh, Susannah
Now, don't you cry for me
As I come from Alabama with this banjo on my knee

Well I had myself a dream the other night
When everything was still
I dreamed that I saw my girl Suzanne
She was coming around the hill
Now, the buckwheat cake was in her mouth
A tear was in her eye

I said, that I come from Dixie land
Suzanne, don't you break down and cry
I said, oh, Susannah
Now, don't you cry for me
Cause I come from Alabama with my banjo on my knee","Oh, Susannah",0
Harry Belafonte,"Softly the night wind singing 
Tells me it's bringing my love to me 
With every breath it's sending 
Love never ending across the sea 
My heart and I are trying 
To keep from crying 
But we are lonely 
Fly little bird go winging 
And please lead him home safely to me 

Cucurrucucu Paloma 
Cucurrucucu no llores 
Las piedras jamas paloma 
Que van a saber de amores 

What good is my tomorrow 
When filled with sorrow just like today 
I need him here to hold me 
Here to enfold me, always to stay 
So little bird please find him 
And then remind him I am so lonely 
Fly little bird, go winging 
And please lead him home safely to me 

Cucurrucucu Paloma 
Cucurrucucu no llores 
Las piedras jamas paloma 
Que van a saber de amores

Cucurrucucu 
Cucurrucucu 
Cucurrucucu 
Paloma ya no lo llores",Cu Cu Ru Cu Cu Paloma,0
Autograph,"I never gave myself away
Love was not a word worth sayin'
Never stayed more than one night
That's the game that I was playin'

But everything just changed...like a revelation
I'll never be the same, `cause I

Just got back from heaven
Heaven is in your arms
I just got back from heaven
And heaven is where you are
I just got back from heaven

Never let my feelings show...no
I just put them all behind me
Lived a life of hit and run
I thought that love could never find me

But everything just changed...like a revelation
I'll never be the same, `cause I

Just got back from heaven
And heaven is in your arms
I just got back from heaven
Heaven is where you are
I just got back from heaven


Well, I just got back today, whoa  

I-I-I, just got back from heaven
Heaven is in your arms
I just got back from heaven
Heaven is where you are
I just got back from heaven
Heaven is in your arms
I just got back from heaven
Whoa well, I just got back
Yeah, yeah, yeah",Just Got Back from Heaven,0
Johnny Cash,"There's a wildwood in the pines where the family used to gather
There's a little shady grove where they built a country church
They was singing in the ground Baptisin' in the river
Glory! Hallelujah, brother! Sweet salvation there was found

So I believe that the saints go side-by-side in the
land that lies up yonder
I believe that there are streets there paved with gold
There are people on their feet shoutin', singin' hallelujah!
I believe that Jesus loves me I can feel it in my soul

There's a long and windin' road that I long once more to travel
There's a home place in my heart sittin' high upon a hill
There's a rosewood rockin' chair and a place set at the table
Guess I better have a little talk with Jesus Maybe he can take me there

So I believe that the saints go side-by-side in the
land that lies up yonder
I believe that there are streets there paved with gold
There are people on their feet shoutin', singin' hallelujah!
I believe that Jesus loves me I can feel it in my soul

So I believe that the saints go side-by-side in the
land that lies up yonder
I believe that there are streets there paved with gold
There are people on their feet shoutin', singin' hallelujah!
I believe that Jesus loves me I can feel it in my soul",Wildwood in the Pines [#],0
Patti Page,"Hush hush, sweet Charlotte
Charlotte, don't you cry
Hush hush, sweet Charlotte
He'll love you till he dies

Oh, hold him darling
Please hold him tight
And brush the tear from your eye
You weep because you had a dream last night
You dreamed that he said goodbye
He held two roses within his hand
Two roses he gave to you
The red rose tells you of his passion
The white rose his love so true

Hush hush, sweet Charlotte
Charlotte, don't you cry
Hush hush, sweet Charlotte
He'll love you till he dies

And every night after he shall die
Yes every night when he's gone
The wind will sing you this lullaby
Sweet Charlotte was loved by John

Hush hush, sweet Charlotte
Charlotte, don't you cry
Hush hush, sweet Charlotte
He'll love you till he dies
","Hush, Hush, Sweet Charlotte",0
Barren Cross,"(Keep coming in from all over the globe, confirming it as true,
To say the world is in shock this morning,
Will be to under state this situation,
The event has taken)

Why did you wait?
Why did you hesitate?
We treed to warn you,
Now you're out of time,
You chose your way,
Now you gonna pay,
The party's over, and
You've been left behind,
We tried to show you god's love,
But you said I don't need,
We tried to help you to see,
You said his not for me,

(Don't wait,
Like thief in the night,
You better turn on your life,
He might come back tonight,
Don't wait,
Like thief in the night,
You better turn up your life,
He might come back tonight)

Why do you run?
When god give his only son,
So you might have everlasting life,
Before it's to late,
There a choice you got to make,
If you receive him,
You won't get left behind,
Let Jesus consume your fighting on the living way,
You will live forever, if for your in heaven or in hell,

(Don't wait,
Like thief in the night,
You better turn up your life,
He might come back tonight,
Don't wait,
Like thief in the night,
You better turn up your life,
He might come back tonight)

He's coming back; it's a matter of fact,
But we don't when; he's coming, again

We tried to say God's love, but you said I don't need,

(Don't wait,
Like thief in the night,
You better turn up your life,
He might come back tonight,
Don't wait,
Like thief in the night,
You better turn up your life,
He might come back tonight)",Out of Time,0
Roberta Miranda,"Cadê o sol da tua boca
Me dá o sal das tuas lágrimas
Que a minha alma é traiçoeira
E pode explodir

Preciso água, muita água
Água do mar
Das cachoeiras
Quem sabe ser de novo águia
Da tua fronteira
Soberana

Ah, me diz por que crescer com sofrimento
Ah, vida, vendaval, meus pensamentos

Cadê o sol da tua boca
Pra me aquecer
Vou misturar a brisa com os meus sonhos
Pra amar você

Na fantasia dos teus sonhos
Na poesia deste mar
Quando eu pari a minha dor
Ninguém me viu chorar
Quando engoli minha saudade
Enfrentei meu sofrimento
Somente o mar estava atento
Pra me receber
Aonde estava você",Ningum Me Viu Chorar,0
Susan Ashton,"There's no remedy for love
Nothing can change the way I feel
I'm hopelessly head over heels
For worse or for better
There's no remedy for love
But I'd have it no other way
The symptoms are clear, I'm yours
For now and forever
There's no remedy for love 

Caught up in the concept of your kisses
Of the Mr. and the Mrs.
Of the steps our love is taking here 

I'm lost in the magic and the mystery
In our own small part of history
Our hearts have started making here 

And I know there'll be no cure for me
But what sweet malady 

There's no remedy for love
Nothing can change the way I feel
I'm hopelessly head over heels
For worse or for better
There's no remedy for love
But I'd have it no other way
The symptoms are clear, I'm yours
For now and forever
There's no remedy for love
There's no remedy for love",No Remedy for Love,0
